CURP,nombre_cliente,paterno_cliente,materno_cliente,Localidad,calle_cliente,numero_cliente,CP_cliente,tipo_cliente,fotografia_cliente,telefono_casa,telefono_celular_cliente,Edificio,correo_electronico_cliente
NMZH901229HIOHYN81,M?NICA ANABEL,BESIO,BARRETO,MIGUEL HIDALGO,VILLA FRATI  ,70582,53334,E,afsc/yjihqwmodg.sjg,78-38-62-59,55-48-20-55-89,Facultad de Ciencias,mseamans8y@miitbeian.gov.cn
JSAX801219MVGIUB65,PEDRO,BESOZZI,CERCHI,IZTACALCO,NUEVA TABACHIN  ,5,47543,E,mjut/aquwvsn.lyn,32-68-90-73,55-84-11-04-65,Facultad de Psicologia,cdilgarno8z@sciencedaily.com
PWQF960919MHWXGE90,JULIO GUILLERMO,BESOZZI,AROCENA,AZCAPOTZALCO,ESTANQUILLO  ,8295,62791,E,wzarbkjic/sbvw.nku,55-04-27-08,55-78-60-99-93,Facultad de Ciencias,kwong90@artisteer.com
ZGAE671209MBLKGV24,ALBA MARIA,BETOLAZA,CAFFERATA,ALVARO OBREGON,MANUEL GANDA  ,405,49290,E,qomex/gajivu.cfi,23-98-27-15,55-23-27-42-13,Facultad de Ciencias,sabad91@dagondesign.com
VPQY941027HGXJQV72,ALVARO JUAN FRANCISC,BEYHAUT,BONILLA,COYOACAN,ANDADOR  MANUELA SAENZ  ,9,81926,E,nsfhkz/zhvtclq.hpd,58-81-33-67,55-08-44-91-68,Facultad de Quimica,fshawley92@tuttocitta.it
ICMJ651207HUPDJG49,DANIEL MARIO,BIANCHI,SALOMON,TLAHUAC,ALFONSO XIII  ,88150,16507,E,vrkcialum/vjtugrwonm.ekb,91-09-81-75,55-80-24-51-60,Facultad de Quimica,cgoodby93@sciencedaily.com
ZHJA931129MSEKVO26,ELEONORA,BIANCHI,CASERTA,IZTAPALAPA,CAPIRO  ,91,92179,E,whves/vmfbkenlcq.blp,14-90-99-32,55-69-57-03-39,Facultad de Ciencias,nhasson94@sphinn.com
JCIO921109HVCIFZ04,LEONARDO JORGE,BIANCHI,FERNANDEZ,CUAJIMALPA,AVENIDA SAN JERONIMO  ,5,51820,E,ljnxz/klfgrhcaxi.stx,46-56-12-12,55-55-11-15-23,Facultad de Ciencias,cmaylard95@unicef.org
TEMS751119HLQCVS31,JORGE,BIANCHI,BARELLA,BENITO JUAREZ,ALCANFORES  ,7,10160,E,etak/qebo.phx,81-41-98-43,55-84-87-28-34,Facultad de Filosofia y Letras,dyardy96@google.de
KWVX691228HEUKQG58,ROBERTO RAMON,BIANCHI,ROBERTI,TLALPAN,LLUVIA  ,6,85137,E,dasnwv/yumx.vuc,68-24-93-22,55-87-08-55-37,Facultad de Ciencias,mlansbury97@census.gov
WBCS890728MSHBXF30,MARIA CECILIA,BIANCHINI,JAUREGUI,CUAHUTEMOC,U. HAB SAN PABLO XALPA  ,554,63020,E,lqinczstwh/kmihnrwgd.hwj,11-83-64-59,55-90-22-86-47,Facultad de Medicina Veterinaria y Zootecnia,brumens98@hao123.com
YFKX981229HTWAFJ22,JES?S,BICCA,MENDOZA,GUSTAVO A. MADERO,PARAJE  ,70,41751,E,qnkoymwcu/zrgcyn.cis,35-41-75-15,55-17-93-55-14,Facultad de Psicologia,mfleetwood99@ted.com
KABN850919HAJKMX61,ALEJANDRO,BIDEGAIN,PULIDO,VENUSTIANO CARRANZA,ANDADOR CUAHUTEMOC  ,2940,61008,E,fuytjomi/qrcdbougna.dev,25-87-23-68,55-06-32-96-50,Facultad de Ciencias,gmorena9a@webeden.co.uk
RZUT881019MNEWPV48,MAR?A CRISTINA,BIDEGAIN,LUTZ,MIGUEL HIDALGO,AV. DE LAS ROSAS  ,957,60657,E,nreciu/laeh.yqd,00-47-26-26,55-44-03-41-51,Facultad de Odontologia,lparradye9b@ftc.gov
XROU961129HBVHQO76,PABLO ENIQUE,BIDONDO,IBI?ETE,IZTACALCO,NUEVA YORK  ,698,77599,E,ozgvmpb/htwi.cgo,24-38-10-81,55-08-94-71-57,Facultad de Quimica,mdemattei9c@gov.uk
JYXR971127MVKYOW60,PEDRO FELIPE,BIELEMBERG,GOLAN,AZCAPOTZALCO,TULTEPEC  ,658,55785,E,goblqu/stfvqobp.jat,98-47-88-28,55-02-81-67-65,Facultad de Ciencias,hdowry9d@flickr.com
XIYM821127MMCXQG26,MARIA CRISTINA,BIELLI,ARREDONDAS,ALVARO OBREGON,AV. RIO CHURUBUSCO  ,8,13521,E,jwhebd/lvdwyutshn.wiu,62-94-66-95,55-23-80-82-73,Facultad de Odontologia,cgildea9e@mapy.cz
JFVT601228MUPGNI72,SENOVIO,BILLAR,LARROSA,COYOACAN,U. LOMAS DE PLATEROS  ,2,96965,E,eqpwvrdyam/itlgkmn.mhj,99-09-50-57,55-88-52-08-54,Facultad de Ciencias,mbrach9f@yahoo.com
DCWG981229MSVBIG52,MARCELO,BISTOLFI,ZUNINI,TLAHUAC,CALLE LAZARO CARDENAS  ,56345,80347,E,naixkhql/gczomu.pyw,88-95-30-32,55-03-39-29-77,Facultad de Ciencias,rskein9g@joomla.org
GHMZ761107MZDGIY12,ROBERTO CARLOS,BIZOZA,CABRAL,IZTAPALAPA,BALMACEDA  ,508,84313,E,ugjtpiznmw/dlmjrsk.clg,82-28-68-25,55-29-72-68-91,Facultad de Quimica,gklimowski9h@stanford.edu
GVMH961029MEXRGV82,SILVIA BERNARDITA,BLANC,SOSA,CUAJIMALPA,CALZ. DESIERTO DE LOS LEONES  ,17,11092,E,cknhsxg/ckondi.lys,40-46-10-32,55-34-36-18-28,Facultad de Medicina Veterinaria y Zootecnia,nemmatt9i@hostgator.com
TLAI681209HVMEWX00,CECILIA BEATRIZ,BLANCO,FRESCO,BENITO JUAREZ,AV. JOSE DEL PILAR  ,9598,14190,E,wrxsvyt/xkmhwojn.ugv,70-07-81-19,55-26-62-56-28,Facultad de Quimica,dbourner9j@cnet.com
YUWH951117MPJXVQ82,KARIM DINORAH,BLANCO,RAMOS,TLALPAN,DR BALMIS  ,43845,21715,E,gxjumwh/keiqydj.jer,71-55-71-02,55-91-36-29-93,Facultad de Quimica,bmaccorley9k@reddit.com
QCBU921125MRJCUP59,EULOGIO,BLANCO,IBARRA,CUAHUTEMOC,CONTADORES  ,5607,76581,E,dqmxgcw/mckfdhyuvz.wio,72-46-42-85,55-03-98-70-78,Facultad de Ciencias,dclyant9l@thetimes.co.uk
LSNZ921109MRGBNE87,ANA MARIA,BLANCO,RICCETO,GUSTAVO A. MADERO,VELAZQUEZ DE LEON  ,80,80523,E,kpwoebnhq/nozbpge.evt,28-97-96-92,55-38-94-91-87,Facultad de Ciencias,mkrinks9m@paypal.com
YVNR741229HRWPUZ78,RODRIGO,BLAS,SIMONCELLI,VENUSTIANO CARRANZA,ERICKO EL ROJO  ,686,18156,E,pqez/kxdvnzh.dcf,23-56-05-24,55-73-36-65-15,Facultad de Ciencias,kcutsforth9n@eepurl.com
QNXU911209MZHXDV16,JUAN GONZALO,BLASINA,VIERA,MIGUEL HIDALGO,AV. SAN PABLO XALPA  ,99338,19609,E,kfrgbjwan/pwyndf.ixn,31-81-54-73,55-27-26-62-12,Facultad de Ciencias,fcrozier9o@oracle.com
WILC991008HJDOGQ47,JOSE,BOBBA,OJEDA,IZTACALCO,DR BALMIS  ,49,10943,E,oepz/ysjar.ofq,76-75-92-48,55-33-38-48-16,Facultad de Ciencias,lbrimilcombe9p@geocities.jp
FAMV980926HTCKHJ47,GABRIEL,BOCCARDO,LA RUINA,AZCAPOTZALCO,CHIAPANECAS  ,7,53404,E,usxwaikcq/xemlrk.rca,26-85-14-42,55-10-63-53-05,Facultad de Ciencias,ggillicuddy9q@google.com.au
AYWG801019MRUXVC39,DOMINGO,BOCCHIARDO,CAORSI,ALVARO OBREGON,PARAJE  ,58,88498,E,ehjw/utynlowrah.sli,96-83-69-52,55-59-18-82-62,Facultad de Quimica,tfossord9r@themeforest.net
NKIP901227HTQGKP20,SONIA STELLA,BOCCHINO,CASTRO,COYOACAN,MANUEL GANDA  ,580,20622,E,tpuae/hgor.uqd,83-07-19-81,55-30-26-91-20,Facultad de Psicologia,bginnety9s@tuttocitta.it
NTOU611028HCJXFZ41,RAUL HERALDO,BODEANT,GRA?A,TLAHUAC,JOSEFA ORTIZ DE DOMINGUEZ  ,1,66854,E,utwjqxyi/hfqa.lxb,32-37-26-28,55-54-87-24-51,Facultad de Ciencias,jpatesel9t@vistaprint.com
ZMIR621129MYGLNS10,ALBERTO GUSTAVO,BOIX,VILARO,IZTAPALAPA,C. JOSE SANCHEZ TINOCO  ,110,51646,E,elkr/xactquzrkn.hyn,19-60-75-45,55-20-22-96-37,Facultad de Ciencias,cprosser9u@bandcamp.com
UTER991228HIPRWD15,JOSE FRANCISCO,BONAVOTA,CACCIANTE,CUAJIMALPA,COVADONGA  ,78,41814,E,adjtz/fmilkyb.vqu,09-27-66-09,55-83-27-00-12,Facultad de Odontologia,tfilipczak9v@nasa.gov
BTZJ621119HKIDTL72,LUIS PABLO,BONET,CABRERA,BENITO JUAREZ,SAN MARCOS  ,6,61013,E,whul/qgxw.xwm,44-27-32-39,55-52-84-97-98,Facultad de Quimica,gbucknell9w@multiply.com
IJNY871229HHEDTF23,SERGIO DARDO,BONILLA,MARABOTTO,TLALPAN,CALLE MELCHOR OCAMPO  ,4743,55295,E,eyhi/urokfze.vdc,89-57-94-88,55-66-25-13-65,Facultad de Ciencias,dchadband9x@kickstarter.com
MLQW671009MBYQEV14,HECTOR EDUARDO,BONILLA,IRIGOYEN,CUAHUTEMOC,CALLE ZARAGOZA  ,831,18978,E,epvwzqk/nkzqtveuh.ync,22-14-07-53,55-91-06-41-11,Facultad de Ciencias,dcrossfield9y@acquirethisname.com
VQXB781128MSNITK26,ALBA ESMERALDA,BONINO,PEIRANO,GUSTAVO A. MADERO,CIRCUITO PLAZA DE LA PAJA  ,3,82302,E,vesrfdbmua/prlqwdet.spa,88-07-66-63,55-98-19-90-89,Facultad de Ciencias,rbillborough9z@smh.com.au
FYIG971129MOESJR72,JULIO CESAR,BONINO,BONINO,VENUSTIANO CARRANZA,CDA. MANZANO  ,66811,12836,E,npodjheckl/enpicd.ntm,54-03-66-37,55-28-49-29-43,Facultad de Psicologia,rseamona0@oakley.com
RYSA951128MVMKHT72,ALEXIS ARISTIDES,BONNAHON,POLLERO,MIGUEL HIDALGO,REPUBLICA DE CHILE  ,77,40137,E,avmjcz/poigwzdv.slq,56-07-92-47,55-32-21-66-47,Facultad de Quimica,ocurla1@hc360.com
RKWN991218MOLYWX24,MARIA CLAUDIA,BONNECARRERE,MARTINEZ,IZTACALCO,JAIME NUNO  ,325,11504,E,jidcosfwel/djxuoapyqg.lhb,97-92-67-46,55-59-67-03-08,Facultad de Ciencias,edawtrea2@sphinn.com
KUYP701129MLTDPI28,MARCEL DAVID,BONNET,MONNET,AZCAPOTZALCO,CJON.TEZONTLICPAC  ,2374,56385,E,zdhu/yzhlvqax.zcf,79-58-43-14,55-12-10-50-37,Facultad de Ciencias,rbabbera3@paypal.com
IWPC911218MDSFWA85,EDISON EDUARDO,BONOMI,VARELA,ALVARO OBREGON,GUADALUPE VICTORIA  ,23,79766,E,xyeitzsudc/apjsdhx.zdj,52-06-85-01,55-51-21-98-15,Facultad de Ciencias,pflewina4@xrea.com
IYTR941119HOFHGP94,JAVIER ISIDRO,BOOK,SILVA,COYOACAN,CTO. LAZARO CARDENAS  ,91,18774,E,ieyjbp/xqyjdirw.hub,57-69-44-67,55-66-84-42-56,Facultad de Quimica,gbarwella5@zdnet.com
XKIV941228MUDOHM72,PURA CONCEPCION,BOOK,SILVA,TLAHUAC,ALFONSO XIII  ,8,10290,E,xhdnm/tgjnxlwrzu.kgn,80-57-47-42,55-70-58-00-57,Facultad de Quimica,crenowdena6@wired.com
WVPO851229MUXNFZ07,SANDRA,BORAGNO,DELFINO,IZTAPALAPA,PRIVADA AZOYAPAN  ,94016,95303,E,gfvmoq/tvmlnqouy.iny,77-99-17-05,55-96-62-91-16,Facultad de Ciencias,mcalcuta7@parallels.com
HFOR911129MWVMKF91,FREDY JOSE,BORBA,SILVA,CUAJIMALPA,TOTONACAS  ,91,52999,E,yenaki/eswvutcxq.moa,91-48-45-40,55-59-10-59-36,Facultad de Psicologia,eflocha8@diigo.com
DKCW711117HEZYDC67,JUAN PEDRO,BORDABERRY,HERRAN,BENITO JUAREZ,CRUCES  ,5314,10918,E,dzyrtpsu/qpixhn.vct,83-25-91-79,55-57-04-51-86,Facultad de Psicologia,asomersa9@weibo.com
DAOE691229MYJUNX08,GUILLERMO,BORDOLI,NEDOR,TLALPAN,LAGUNA DE TERMINOS  ,147,54482,E,jhwdo/cqwp.dvx,73-83-71-87,55-00-09-09-81,Facultad de Quimica,kjakubczykaa@ow.ly
UHZB941219MMQPUS31,MARIA DEL ROSARIO,BORGES,ESQUEFF,CUAHUTEMOC,PARAJE  ,873,91382,E,seochzanl/tsjgzvxfn.vsj,24-22-77-72,55-19-42-02-01,Facultad de Quimica,mdanbiab@clickbank.net
VADO641209HHVFTU01,MAR?A PATRICIA,BORGES,MARINI,GUSTAVO A. MADERO,LERDO  ,61,37273,E,tuaqx/lspnoazf.rgo,05-20-54-57,55-98-49-94-28,Facultad de Musica,fbulledac@biglobe.ne.jp
YNDP891209MDCRZQ86,EDUARDO NICASIO,BORGES,DUARTE,VENUSTIANO CARRANZA,AMEZQUITE  ,821,19090,E,kqvxbf/pswkzytv.gha,14-21-27-11,55-95-09-52-16,Facultad de Ciencias,aspitellad@behance.net
NAFB941009HDRMWQ24,MARIO SANTIAGO,BORGNO,BUSCHIAZZO,MIGUEL HIDALGO,JOAQUIN GARCIA LUNA  ,455,25731,E,ptgmwf/atcj.qld,49-19-69-61,55-02-19-08-10,Facultad de Ciencias,htallonae@walmart.com
SGIZ921219MSTZAH92,FERNANDO,BORIO,NONNENMACHER,IZTACALCO,FRANCISCO JAVIER MINA  ,8,13026,E,fdum/pvaum.qzg,36-05-83-38,55-35-07-77-11,Facultad de Odontologia,ehilandaf@sina.com.cn
EOFW991028HTBHNI23,DANIEL JOSE,BORRELLI,UBERTI,AZCAPOTZALCO,MACEDONIO ALCALA  ,504,62783,E,abnql/bljordxn.ktd,03-29-85-45,55-92-40-58-31,Facultad de Ciencias,dibertag@guardian.co.uk
PFMR860807HPZQKH43,ROBERTO,BORRELLI,MARCHI,XOCHIMILCO,CALLE PETIRROJO  ,9844,11471,E,nytcdieh/kebhicdfa.kqc,73-40-22-53,55-28-43-80-32,Facultad de Quimica,warmfirldah@vistaprint.com
RGJQ861106MLUWDC13,GUSTAVO,BORSARI,BRENNA,XOCHIMILCO,SAN MARCOS  ,5118,57510,E,lxhgs/sjithcake.xwc,49-60-42-57,55-60-74-14-18,Facultad de Ciencias,mwennamai@netvibes.com
WJFO901217MVCGNI29,TERESA,BORTOLI,ESTELLANO,XOCHIMILCO,REPUBLICA DE CHILE  ,298,71640,E,pfirugzw/pshz.cwp,33-47-46-99,55-80-15-85-81,Facultad de Psicologia,bhearfieldaj@ameblo.jp
FVZU931219HOGJKL82,M?NICA MARIELLA,BORTOLI,PORRO,XOCHIMILCO,CDA. DE FRESNO  ,2,49205,E,ignvp/dhuvycsw.hxe,41-35-34-84,55-46-41-00-48,Facultad de Quimica,kkenionak@ucla.edu
OXPD901117HSTOEP09,HUGO RAUL,BOSCA,GOMEZ,XOCHIMILCO,VICENTE GUERRERO  ,7,58738,E,wdsqvpeb/sgznw.oyb,79-49-44-48,55-76-20-12-44,Facultad de Musica,llisamoreal@furl.net
ZSMJ910528HOVJYB93,NELSON,BOSCH,SOCA,XOCHIMILCO,VILLA DE CUITLAHUAC  ,0,77277,E,rdzh/yvsjcln.pez,29-81-06-15,55-96-41-86-09,Facultad de Ciencias,dspawfortham@hostgator.com
RLYC741129MEDYFO31,LUIS SERGIO,BOTANA,ARANCET,XOCHIMILCO,ANDADOR ANTONIO RULLAN FERRER  ,169,48221,E,ovfgesh/fczbnkx.aet,14-30-63-45,55-85-61-70-81,Facultad de Quimica,cbeaumentan@sogou.com
MJZH951028HTOGUZ16,GLADYS,BOUZON,NOVELLI,XOCHIMILCO,PROVIDENCIA  ,62208,74935,E,jpcgn/kcrg.flw,14-08-41-54,55-46-63-62-94,Facultad de Odontologia,tbollesao@google.ru
WLAQ991104HEAMGZ58,ADRIANA MAR?A,BOZZOLASCO,ROMERO,XOCHIMILCO,CARTILLA  ,7674,92244,E,mqxspw/zoekaqxyu.pva,01-95-51-10,55-92-29-97-44,Facultad de Ciencias,afitzsimonsap@sitemeter.com
KPBH631119MZVTNK35,MIGUEL ANGEL,BRAGA,PEREZ,XOCHIMILCO,ARCO IRIS  ,39,29207,E,svpqad/wuxn.lkh,58-94-32-28,55-44-01-54-94,Facultad de Quimica,rdemeadaq@senate.gov
CYVQ641128HOPMIB40,ALBERTO,BRAUSE,BERRETA,XOCHIMILCO,ISABEL LA CATOLICA  ,1,19766,E,pnyxlzjh/blftu.whl,26-14-83-65,55-90-53-62-39,Facultad de Psicologia,fduffellar@washington.edu
HDBO641227MNAULQ86,ALBERTO RAUL,BRECCIA,GUZZO,NEZAHUALCOYOTL,CERRO CHURINTZIO  ,84045,60600,E,odhrgbpcew/auiodm.cxu,33-44-37-88,55-89-78-67-98,Facultad de Quimica,ocruxas@blogs.com
NQKS950906HEVABY30,MIGUEL,BRECHNER,FREY,NEZAHUALCOYOTL,LA GARITA  ,8550,38466,E,mbzcph/nfdq.uws,49-06-43-30,55-57-60-75-94,Facultad de Ciencias,kkleinmintzat@livejournal.com
ACJY870702HKJWMY13,EDUARDO,BRENTA,BADANO,NEZAHUALCOYOTL,AMAPOLA  ,72126,18156,E,ncbuhzye/jhoy.omq,13-62-88-76,55-96-01-68-22,Facultad de Psicologia,rcolbrunau@blogspot.com
UHDO941119HKAFDW31,ADRIANA NOEL,BRESCIA,RODRIGUEZ,NEZAHUALCOYOTL,PABLO ALVARADO  ,1,94941,E,mhvwscu/bihoygwla.mej,21-11-89-57,55-05-51-27-05,Facultad de Quimica,adedrickav@discovery.com
THVK961209HDQLAM47,CESAR ALFREDO,BRIOZZO,CLIVIO,NEZAHUALCOYOTL,CJON.TEZONTLICPAC  ,279,38666,E,jcfkpq/sezftd.tiz,11-08-64-87,55-16-24-31-09,Facultad de Ciencias,sstockwellaw@zimbio.com
CWDN631209MWTUZL59,ABILIO HUGO,BRIZ,LUCAS,NEZAHUALCOYOTL,PIEDRA CALIZA  ,19536,88859,E,yunblr/fcbaum.ijd,72-54-47-08,55-29-07-45-64,Facultad de Ciencias,bmatchettax@mysql.com
NTWZ881225HZHGAM67,JORGE EMILIO,BROGGINI,MENDEZ,NEZAHUALCOYOTL,RETORNO ELIAS F. HURTADO  ,35388,17805,E,fsgktpih/ajidxl.rug,40-23-76-36,55-80-41-01-87,Facultad de Quimica,mdrewettay@cbc.ca
HBVT831109MRJOSA14,ANDREA,BRUGMAN,POZZI,NEZAHUALCOYOTL,ACERCAMIENTO NACIONAL  ,3520,42002,E,lhtdoyfce/snmj.yfw,25-87-15-91,55-54-29-72-44,Facultad de Ciencias,ispiveyaz@bloomberg.com
ZTAY941228MLSCFD30,FERNANDO,BRUM,ESTAPE,NEZAHUALCOYOTL,TEJAMANIL  ,90,97308,E,cjgmpnqrbw/hasib.nwt,12-19-56-47,55-25-90-02-93,Facultad de Ciencias,ckegginsb0@tmall.com
WMDI631209MVNYDQ58,GONZALO,BRUM,CRUZ,NEZAHUALCOYOTL,NUEVO LEON  ,3552,32733,E,yurp/xemq.wdt,12-06-87-97,55-47-24-79-57,Facultad de Odontologia,tbredgelandb1@4shared.com
FHVM921016HGIBDN99,RAFAEL ENRIQUE,BRUM,CASTRO,NEZAHUALCOYOTL,GRECIA  ,13,37838,E,etlwxshium/mgpdtho.bev,57-69-76-79,55-56-65-92-47,Facultad de Ciencias,jtomeib2@scientificamerican.com
ZHJM771018HLZWXO00,SEBASTIAN,BRUN,ETCHEVERRY,NEZAHUALCOYOTL,MIERES  ,149,42119,E,zdmrscyx/ouwbajlh.lzp,92-50-50-09,55-81-03-67-49,Facultad de Ciencias,acreaghb3@comsenz.com
OUKL991226MRKCXV55,HUMBERTO SALVADOR,BRUN,NASTA,NEZAHUALCOYOTL,CALLE GARDENIA  ,972,88642,E,poei/vcoyeawu.mzi,90-92-74-31,55-40-36-16-15,Facultad de Ciencias,atapperb4@prlog.org
GAHP931227HXUZWQ69,JORGE RICARDO,BRUNI,MACHIN,NEZAHUALCOYOTL,NESMEL  ,795,43393,E,uhcoq/gkvscuyjlo.yec,82-79-00-91,55-29-07-39-10,Facultad de Ciencias,ygemmillb5@rakuten.co.jp
DSNQ901228MYCXVE00,JUAN JOSE,BRUNO,OLVEIRA,NEZAHUALCOYOTL,SUR  A  ,6,35652,E,xfeyuztqm/rhkqatg.xzs,15-62-71-26,55-59-03-37-09,Facultad de Psicologia,eparmeterb6@berkeley.edu
WQVO611209MBHKYM49,RAUL CARMELO,BRUNO,TROGLIO,NEZAHUALCOYOTL,MACEDONIO ALCALA  ,65,56385,E,jmtnopxus/zvex.fez,25-55-60-40,55-90-92-71-04,Facultad de Ciencias,gralstonb7@disqus.com
WCAF851208HPADKY78,ALBERTO GUSTAVO,BRUSA,GONZALEZ,NEZAHUALCOYOTL,AVENIDA SAUCES  ,858,17081,E,gxacpqof/qpedmk.ago,74-88-69-71,55-06-46-76-91,Facultad de Ciencias,tservanteb8@bigcartel.com
TNXW901219MXAZVE68,LILIANA MA.DEL HUERT,BRUSALES,NOBLE,NEZAHUALCOYOTL,CDA. DE FRANCISCO CASTAÑEDA  ,1,99837,E,leks/gmphkyvrc.nou,29-49-09-13,55-76-11-25-61,Facultad de Ciencias,vackensonb9@bbb.org
QMXV601128MGHLIQ98,DANIEL ISIDRO,BRUZZONE,MARTINEZ,NEZAHUALCOYOTL,GUIPUZCOA  ,5439,83831,E,gcbroti/jsmi.dpx,38-76-56-07,55-47-73-20-33,Facultad de Odontologia,fpengelleyba@epa.gov
KMFP991008MBYXGQ83,MARTIN,BUENO,ARAGON,NEZAHUALCOYOTL,CALLE FLORES MAGON  ,8517,11078,E,fdsnh/kmosfrdqc.epa,90-36-06-13,55-01-02-81-03,Facultad de Ciencias,oheveybb@histats.com
ISMW601128MPBHKO24,CARLOS,BUENO,PEREYRA,NEZAHUALCOYOTL,CHICARAS  ,345,55850,E,tdxwai/jkqhceuvos.vwx,08-85-87-98,55-75-55-81-62,Facultad de Musica,gyakubovicsbc@cbslocal.com
ZOXW951129HVGUCS84,PEDRO EMILIO,BUONOMO,DE LEON,NEZAHUALCOYOTL,ZEMPOALTEPETL  ,2469,47009,E,rlbkwhx/ezhw.ela,49-11-84-61,55-88-20-39-25,Facultad de Ciencias,ffaichniebd@mediafire.com
VHWS980929HNPTHC55,IRENE BEATRIZ,BUQUET,GONZALEZ,NEZAHUALCOYOTL,CERRO DE ZEMPOALA  ,62662,27871,E,vcmyrkq/ckif.mbt,36-86-57-22,55-42-11-22-81,Facultad de Quimica,clumbersbe@nih.gov
FJRC971229HKMVWZ59,WALTER HUGO,BURELLA,ASCONEGUY,NEZAHUALCOYOTL,ALCANFORES  ,3,42569,E,vqwjrz/pbctymh.cub,47-55-20-15,55-05-63-23-85,Facultad de Psicologia,vblincoebf@taobao.com
SCHK871229MOABDP17,LAURA,BURGOA,GONZALEZ,NEZAHUALCOYOTL,MARINA NACIONAL  ,1992,64444,E,sqlb/zqcpsemr.aio,88-58-79-35,55-81-27-05-71,Facultad de Ciencias,cdoncombg@china.com.cn
RQLX901126METWKC55,MANUEL,BURGOS,LEZAMA,NEZAHUALCOYOTL,REPUBLICA DE CHILE  ,178,40544,E,ohifmyg/jgmbcksy.ngw,39-88-61-55,55-95-02-70-65,Facultad de Ciencias,bduganbh@tinyurl.com
HXFQ751009HPOXEU83,JUAN CARLOS,BURGOS,HERNANDEZ,NEZAHUALCOYOTL,SAGITARIO  ,6,14834,E,kuqczyndf/vtaflwr.jao,79-87-25-67,55-33-65-05-92,Facultad de Ciencias,hovanesianbi@twitter.com
ETUM961106MGTQBH54,JORGE LUIS,BURGOS,ARIAS,NEZAHUALCOYOTL,CHIMALPOPOCA  ,69,22246,E,rsqdlh/inysejkawc.hcg,86-38-53-21,55-44-48-79-99,Facultad de Quimica,ddarcybj@utexas.edu
YKIS631029HAFQJZ04,JORGE,BURIANI,PARDO,NEZAHUALCOYOTL,CAMPESINOS  ,14,85460,E,igclmbdh/lxsguwaz.zlb,08-28-19-09,55-33-02-20-17,Facultad de Quimica,bdiklebk@fema.gov
LQVB661229HZTPHY53,JOHN,BURNS,CERVETTI,NEZAHUALCOYOTL,VISTA HERMOSA  ,29,19451,E,diqlusgtn/rgaz.xkc,53-41-84-02,55-31-78-28-07,Facultad de Musica,bseymarkbl@china.com.cn
PXTC721123HERMYU81,JOSE MARIA,BURONE,MENDEZ,NEZAHUALCOYOTL,GUADALUPE VICTORIA  ,4,39791,E,trlep/lxiewqrj.jfz,11-56-94-51,55-37-04-06-64,Facultad de Quimica,ckeanebm@ted.com
ECYR820709HBWFLQ87,FRANCISCO C.,BUSTILLO,BONASSO,NEZAHUALCOYOTL,PROVIDENCIA  ,7533,78121,E,giyqrmdec/eqwjrzbsuv.nlg,52-64-98-14,55-13-40-21-47,Facultad de Ciencias,abarrassbn@freewebs.com
BHMZ681209MTXVHC60,FERNANDO,BUTTAZZONI,REPETTO,NEZAHUALCOYOTL,CORAS  ,4,60943,E,sqzyhg/tzuyj.hfl,46-26-08-29,55-04-04-73-37,Facultad de Ciencias,crimebo@ning.com
GVQP791128MUXBEF24,SILVIA,BUZO,DEL PUERTO,NEZAHUALCOYOTL,JOSEFA ORTIZ DE DOMINGUEZ  ,2,53048,E,oxruih/inazjcgse.zfm,85-83-14-97,55-19-66-02-79,Facultad de Odontologia,dmizenbp@goo.ne.jp
OLBS640729HJIXKB11,IRUPE CARMEN,BUZZETTI,FRAGA,NEZAHUALCOYOTL,BILBAO  ,332,32738,E,rzwns/irhdqvutwj.mdn,10-87-00-24,55-23-57-74-86,Facultad de Ciencias,swellmanbq@wufoo.com
ELFW801117HCFANQ79,FRANCISCO EDUARDO,CAAMA?O,CERNADAS,NEZAHUALCOYOTL,ARIZONA  ,22,53406,E,ckqlvuhar/mhdce.qad,33-79-02-12,55-27-89-59-18,Facultad de Ciencias,epedleybr@uol.com.br
AHDI900629MIOSKH24,MARIA ANDREA,CAAMA?O,VERNAY,NEZAHUALCOYOTL,JAIME NUNO  ,8161,36849,E,slqauge/alofh.zpn,62-65-15-00,55-14-94-73-62,Facultad de Ciencias,aollcottbs@bizjournals.com
EAKQ980607HWXOGV75,ANITA MARIA,CABALLERO,LARUMBE,NEZAHUALCOYOTL,AV. RIO CHURUBUSCO  ,1,53441,E,yntv/lsae.eqb,49-17-92-41,55-13-53-29-53,Facultad de Psicologia,ededneybt@w3.org
NCOU791119MLBVND29,ALCIDES,CABALLERO,CORRAL,NEZAHUALCOYOTL,CALVARIO  ,2,86983,E,rsmac/zcvtmnu.nug,96-84-05-54,55-97-95-84-55,Facultad de Quimica,amichaelbu@soundcloud.com
AYRZ711226HVOAXJ62,LUIS FERNANDO,CABEZUDO,RAMIREZ,NEZAHUALCOYOTL,FRANCIA  ,502,14825,E,divysajq/phyxqulbf.pcl,40-40-74-42,55-92-65-34-90,Facultad de Ciencias,ccaldicotbv@un.org
QSEX921209MGDPXU20,MARIA GREGORIA,CABRAL,BORBA,NEZAHUALCOYOTL,XICOTENCATL  ,1987,15483,E,pcyu/acmpfyjv.odp,83-51-62-03,55-22-90-23-30,Facultad de Musica,tgellandbw@icio.us
